frequency,impedance
1.4649999999999488,(-271.3367787497965+1867.984098711919j)
1.4659999999999487,(-271.1518371070745+1866.7081517297672j)
1.4669999999999486,(-270.9671477222686+1865.4339429052955j)
1.4679999999999485,(-270.78271007991776+1864.161468686008j)
1.4689999999999483,(-270.5985236659637+1862.8907255290792j)
1.4699999999999482,(-270.4145879677469+1861.621709901323j)
1.4709999999999481,(-270.23090247400245+1860.3544182791613j)
1.471999999999948,(-270.0474666748549+1859.0888471485925j)
1.472999999999948,(-269.8642800618122+1857.8249930051525j)
1.4739999999999478,(-269.6813421277639+1856.562852353892j)
